,Caminho,Algoritmo,Tempo,Classe
2341,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3928.png,Resnet50,0.1600027,Negative for intraepithelial lesion
2342,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3929.png,SVM,0.0260007,Negative for intraepithelial lesion
2343,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3929.png,Resnet50,0.1549991,Negative for intraepithelial lesion
2344,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3930.png,SVM,0.0260006,Negative for intraepithelial lesion
2345,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3930.png,Resnet50,0.1540013,Negative for intraepithelial lesion
2346,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3931.png,SVM,0.0259979,Negative for intraepithelial lesion
2347,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3931.png,Resnet50,0.1510007,Negative for intraepithelial lesion
2348,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3932.png,SVM,0.0269984,Negative for intraepithelial lesion
2349,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3932.png,Resnet50,0.1560004,Negative for intraepithelial lesion
2350,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3933.png,SVM,0.027,Negative for intraepithelial lesion
2351,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3933.png,Resnet50,0.1540022,Negative for intraepithelial lesion
2352,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3934.png,SVM,0.026004,Negative for intraepithelial lesion
2353,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3934.png,Resnet50,0.1549965,Negative for intraepithelial lesion
2354,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3935.png,SVM,0.0259997,Negative for intraepithelial lesion
2355,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3935.png,Resnet50,0.1549983,Negative for intraepithelial lesion
2356,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3936.png,SVM,0.0270045,Negative for intraepithelial lesion
2357,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3936.png,Resnet50,0.1550058,Negative for intraepithelial lesion
2358,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\ASC-US\3937.png,SVM,0.0259994,ASC-US
2359,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\ASC-US\3937.png,Resnet50,0.1559994,ASC-US
2360,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\ASC-US\3938.png,SVM,0.0260024,ASC-US
2361,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\ASC-US\3938.png,Resnet50,0.1549972,ASC-US
2362,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3939.png,SVM,0.0260001,Negative for intraepithelial lesion
2363,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3939.png,Resnet50,0.1510017,Negative for intraepithelial lesion
2364,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3940.png,SVM,0.0259994,Negative for intraepithelial lesion
2365,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3940.png,Resnet50,0.1550025,Negative for intraepithelial lesion
2366,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3941.png,SVM,0.0260037,Negative for intraepithelial lesion
2367,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3941.png,Resnet50,0.1629973,Negative for intraepithelial lesion
2368,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3942.png,SVM,0.0280015,Negative for intraepithelial lesion
2369,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3942.png,Resnet50,0.1780038,Negative for intraepithelial lesion
2370,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3943.png,SVM,0.026998,Negative for intraepithelial lesion
2371,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3943.png,Resnet50,0.1570035,Negative for intraepithelial lesion
2372,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3944.png,SVM,0.0270031,Negative for intraepithelial lesion
2373,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3944.png,Resnet50,0.1569971,Negative for intraepithelial lesion
2374,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3945.png,SVM,0.0259997,Negative for intraepithelial lesion
2375,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3945.png,Resnet50,0.1550008,Negative for intraepithelial lesion
2376,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3946.png,SVM,0.0269989,Negative for intraepithelial lesion
2377,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3946.png,Resnet50,0.1570006,Negative for intraepithelial lesion
2378,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3947.png,SVM,0.0249999,Negative for intraepithelial lesion
2379,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3947.png,Resnet50,0.1589993,Negative for intraepithelial lesion
2380,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3948.png,SVM,0.0250004,Negative for intraepithelial lesion
2381,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3948.png,Resnet50,0.1530002,Negative for intraepithelial lesion
2382,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3949.png,SVM,0.0250003,Negative for intraepithelial lesion
2383,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3949.png,Resnet50,0.1600029,Negative for intraepithelial lesion
2384,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3950.png,SVM,0.0260041,Negative for intraepithelial lesion
2385,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3950.png,Resnet50,0.1529991,Negative for intraepithelial lesion
2386,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3951.png,SVM,0.0249995,Negative for intraepithelial lesion
2387,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3951.png,Resnet50,0.1520005,Negative for intraepithelial lesion
2388,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3952.png,SVM,0.0259996,Negative for intraepithelial lesion
2389,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3952.png,Resnet50,0.1540017,Negative for intraepithelial lesion
2390,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3953.png,SVM,0.0259989,Negative for intraepithelial lesion
2391,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3953.png,Resnet50,0.1560012,Negative for intraepithelial lesion
2392,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3954.png,SVM,0.0250007,Negative for intraepithelial lesion
2393,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3954.png,Resnet50,0.1550002,Negative for intraepithelial lesion
2394,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3955.png,SVM,0.0259993,Negative for intraepithelial lesion
2395,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3955.png,Resnet50,0.1540007,Negative for intraepithelial lesion
2396,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3956.png,SVM,0.025,Negative for intraepithelial lesion
2397,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3956.png,Resnet50,0.1530007,Negative for intraepithelial lesion
2398,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3957.png,SVM,0.0260076,Negative for intraepithelial lesion
2399,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3957.png,Resnet50,0.1529919,Negative for intraepithelial lesion
2400,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3958.png,SVM,0.026003,Negative for intraepithelial lesion
2401,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3958.png,Resnet50,0.1549992,Negative for intraepithelial lesion
2402,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3959.png,SVM,0.0249992,Negative for intraepithelial lesion
2403,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3959.png,Resnet50,0.1570021,Negative for intraepithelial lesion
2404,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3960.png,SVM,0.0259995,Negative for intraepithelial lesion
2405,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3960.png,Resnet50,0.1550015,Negative for intraepithelial lesion
2406,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3961.png,SVM,0.0259993,Negative for intraepithelial lesion
2407,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3961.png,Resnet50,0.1600021,Negative for intraepithelial lesion
2408,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3962.png,SVM,0.0259991,Negative for intraepithelial lesion
2409,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3962.png,Resnet50,0.1570031,Negative for intraepithelial lesion
2410,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3963.png,SVM,0.0250002,Negative for intraepithelial lesion
2411,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3963.png,Resnet50,0.1550006,Negative for intraepithelial lesion
2412,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3964.png,SVM,0.0290058,Negative for intraepithelial lesion
2413,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3964.png,Resnet50,0.1749976,Negative for intraepithelial lesion
2414,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3965.png,SVM,0.028997,Negative for intraepithelial lesion
2415,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3965.png,Resnet50,0.1730042,Negative for intraepithelial lesion
2416,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3966.png,SVM,0.0290008,Negative for intraepithelial lesion
2417,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3966.png,Resnet50,0.1800025,Negative for intraepithelial lesion
2418,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3967.png,SVM,0.0309966,LSIL
2419,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3967.png,Resnet50,0.1690005,LSIL
2420,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3968.png,SVM,0.0279991,LSIL
2421,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3968.png,Resnet50,0.1629996,LSIL
2422,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3969.png,SVM,0.0270037,LSIL
2423,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3969.png,Resnet50,0.1669979,LSIL
2424,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3970.png,SVM,0.0270038,LSIL
2425,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3970.png,Resnet50,0.1620013,LSIL
2426,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3971.png,SVM,0.0270034,LSIL
2427,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3971.png,Resnet50,0.1639972,LSIL
2428,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3972.png,SVM,0.0269966,Negative for intraepithelial lesion
2429,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3972.png,Resnet50,0.1590026,Negative for intraepithelial lesion
2430,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3973.png,SVM,0.025999,Negative for intraepithelial lesion
2431,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3973.png,Resnet50,0.1620063,Negative for intraepithelial lesion
2432,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3974.png,SVM,0.0269991,LSIL
2433,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3974.png,Resnet50,0.1900046,LSIL
2434,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3975.png,SVM,0.0320078,LSIL
2435,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\3975.png,Resnet50,0.183995,LSIL
2436,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3976.png,SVM,0.0290003,Negative for intraepithelial lesion
2437,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3976.png,Resnet50,0.1670006,Negative for intraepithelial lesion
2438,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3977.png,SVM,0.027,Negative for intraepithelial lesion
2439,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3977.png,Resnet50,0.1630009,Negative for intraepithelial lesion
2440,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3978.png,SVM,0.0280001,Negative for intraepithelial lesion
2441,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3978.png,Resnet50,0.1650008,Negative for intraepithelial lesion
2442,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3979.png,SVM,0.0279995,Negative for intraepithelial lesion
2443,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3979.png,Resnet50,0.1590042,Negative for intraepithelial lesion
2444,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3980.png,SVM,0.0269992,Negative for intraepithelial lesion
2445,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3980.png,Resnet50,0.1630024,Negative for intraepithelial lesion
2446,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3981.png,SVM,0.0270014,Negative for intraepithelial lesion
2447,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3981.png,Resnet50,0.1610382,Negative for intraepithelial lesion
2448,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3982.png,SVM,0.0270002,Negative for intraepithelial lesion
2449,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3982.png,Resnet50,0.1570003,Negative for intraepithelial lesion
2450,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3983.png,SVM,0.0269962,Negative for intraepithelial lesion
2451,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3983.png,Resnet50,0.1609983,Negative for intraepithelial lesion
2452,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3984.png,SVM,0.0279991,Negative for intraepithelial lesion
2453,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3984.png,Resnet50,0.1590039,Negative for intraepithelial lesion
2454,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3985.png,SVM,0.0280001,Negative for intraepithelial lesion
2455,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3985.png,Resnet50,0.1630026,Negative for intraepithelial lesion
2456,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3986.png,SVM,0.0270001,Negative for intraepithelial lesion
2457,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3986.png,Resnet50,0.1610027,Negative for intraepithelial lesion
2458,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3987.png,SVM,0.0279979,Negative for intraepithelial lesion
2459,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3987.png,Resnet50,0.1580014,Negative for intraepithelial lesion
2460,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3988.png,SVM,0.0282358,Negative for intraepithelial lesion
2461,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3988.png,Resnet50,0.1590039,Negative for intraepithelial lesion
2462,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3989.png,SVM,0.027999,Negative for intraepithelial lesion
2463,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\3989.png,Resnet50,0.1630007,Negative for intraepithelial lesion
